brief_name,eng_name,name
-1,"PHUC TIEN WOOD CO., LTD",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU GỖ PHÚC TIÊN
-1,-1,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ XÂY DỰNG MỸ HƯNG
CÔNG TY TNHH SXTM TINH DẦU THIÊN NHIÊN NK,CÔNG TY TNHH SXTM TINH DẦU THIÊN NHIÊN NK,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI TINH DẦU THIÊN NHIÊN NK
-1,Công Ty Cổ Phần Đầu Tư Phát Triển Thanh Cao,Công Ty Cổ Phần Đầu Tư Phát Triển Thanh Cao
-1,-1,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ ĐẦU TƯ XÂY DỰNG HOÀNG DƯƠNG
-1,HAI YEN TRANSPORT SERVICES AND TRADING COMPANY LIMITED,CÔNG TY TNHH DỊCH VỤ VẬN TẢI VÀ THƯƠNG MẠI HẢI YẾN
"AICA LAMINATES VIET NAM CO.,LTD",Aica Laminates Viet Nam Company Limited,Công Ty TNHH Aica Laminates Việt Nam
FUN CAM COMPANY LIMITED,FUN CAM COMPANY LIMITED,CÔNG TY TNHH FUN CAM
-1,Thuy Tuan One Member Limited Company,Công Ty TNHH Một Thành Viên Thụy Tuấn
-1,"KHẢI TIẾN CO.,LTD",CÔNG TY TNHH XÂY DỰNG - THƯƠNG MẠI KHẢI TIẾN
-1,PHUOC THANH CONG TRADING SERVICE COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG TRƯỜNG LỰC
CÔNG TY TNHH THỤ LINH,CÔNG TY TNHH THỤ LINH,CÔNG TY TNHH THỤ LINH
DONG TAY TRADING SERVICE AND CONSTRUCTION COMPANY LIMITED,DONG TAY TRADING SERVICE AND CONSTRUCTION COMPANY LIMITED,CÔNG TY TNHH XÂY DỰNG VÀ DỊCH VỤ THƯƠNG MẠI ĐÔNG TÂY
CÔNG TY TNHH TM DV TÂN THỊNH HOÀNG GIA,CÔNG TY TNHH TM DV TÂN THỊNH HOÀNG GIA,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TÂN THỊNH HOÀNG GIA
Ð?NG TÂM GENERAL SERVICE AND TRADING COMPANY LIMITED,Ð?NG TÂM GENERAL SERVICE AND TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TỔNG HỢP ĐỒNG TÂM
VN GOLD STAR TECHNOLOGY COMPANY LIMITED,VN GOLD STAR TECHNOLOGY COMPANY LIMITED,CÔNG TY TNHH MỘT THÀNH VIÊN KỸ THUẬT NGÔI SAO VÀNG VN
"HUNG TRONG LAM DONG CO.,LTD","HUNG TRONG LAM DONG CO.,LTD",CÔNG TY TNHH HÙNG TRỌNG LÂM ĐỒNG
"S&L CO.,LTD","S&L CO.,LTD",CÔNG TY TNHH SÁNG LINH
G.O.D CONSTRUCTION INVESTMENT CONSULTANCY JOINT STOCK COMPANY,G.O.D CONSTRUCTION INVESTMENT CONSULTANCY JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ XÂY DỰNG G.O.D
"HAI PHONG 689 TRAPROCO.,LTD",Hai Phong 689 Production And Trading Limited Company,Công Ty TNHH Thương Mại Và Sản Xuất Hải Phòng 689
SETUP XUYEN VIET JOINT STOCK COMPANY,SETUP XUYEN VIET JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN SETUP XUYÊN VIỆT
-1,-1,Công Ty Cổ Phần Xây Dựng Thái Hà Hb
"PHUONG NGUYEN PAT CO., LTD","PHUONG NGUYEN PAT CO., LTD",CÔNG TY TNHH SXKD PHƯƠNG NGUYÊN
"NHA THE GIOI SERVICE CO.,LTD",NHA THE GIOI SERVICE COMPANY LIMITED,CÔNG TY TNHH DỊCH VỤ NHÀ THẾ GIỚI
PRAESTAN TECH,PRAESTAN TECH,CÔNG TY CỔ PHẦN PRAESTAN TECHNOLOGIES
CÔNG TY CP KT SX VLXD&TM HỒNG PHƯƠNG,CÔNG TY CP KT SX VLXD&TM HỒNG PHƯƠNG,CÔNG TY CỔ PHẦN KHAI THÁC SẢN XUẤT VẬT LIỆU XÂY DỰNG VÀ THƯƠNG MẠI HỒNG PHƯƠNG
-1,-1,CÔNG TY TNHH HÀ NGUYỄN THANH HÓA
-1,-1,CÔNG TY TNHH FAMILYMART VIỆT NAM
GLOBAL BUILDING ADVERTISING COMPANY LIMITED,GLOBAL BUILDING ADVERTISING COMPANY LIMITED,CÔNG TY TNHH QUẢNG CÁO XÂY DỰNG TOÀN CẦU
-1,CÔNG TY TNHH TM XNK HẢI MINH QUANG,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU HẢI MINH QUANG
PIXEL,PIXEL,CÔNG TY TNHH PIXEL
-1,HOANG LINH LAND CORP,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN HOÀNG LINH
-1,-1,CÔNG TY TNHHTƯ VẤN THIẾT KẾ VIỆT-PHÁP
-1,-1,CÔNG TY TNHH PHÁT TRIỂN VÀ DỊCH VỤ THƯƠNG MẠI CƠ KHÍ TIẾN THÀNH
-1,-1,CÔNG TY TNHH TƯ VẤN THIẾT KẾ XÂY DỰNG KHANG AN
PHUONG ANH SERVICE AND TRADING JOINT STOCK COMPANY,PHUONG ANH SERVICE AND TRADING JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ PHƯƠNG ANH
"PDCT HINODE ., JSC",Pdct Hinode Venture International Joint Stock Company,Công Ty Cổ Phần Quốc Tế Liên Doanh Hinode Pdct
-1,"ARUM CO.,LTD",CÔNG TY TNHH ARUM
-1,-1,CÔNG TY TNHH TRƯỜNG THUỶ
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI VÀ DỊCH VỤ VẬN TẢI BẮC BÌNH
XCONS DA NANG JSC,Xcons Da Nang Joint Stock Company,Công Ty Cổ Phần Xây Dựng Xcons Đà Nẵng
-1,-1,CÔNG TY TNHH HANS BEAUTY-CHI NHÁNH HANS HAIR
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ VẬN TẢI HƯNG THỊNH PHÁT
ANH DUC CONSULTANT AND INVESTMENT JOINT STOCK COMPANY,Anh Duc Consultant And Investment Joint Stock Company,Công Ty Cổ Phần Tư Vấn Và Đầu Tư Anh Đức
"TVT CABI CO.,LTD",TVT CONSTRUCTION AND BUILDING INVESTMENT COMPANY LIMITED,CÔNG TY TNHH THI CÔNG VÀ ĐẦU TƯ XÂY DỰNG TVT
"IKKA VN CO.,LTD","IKKA VN CO.,LTD",CÔNG TY TNHH IKKA VIỆT NAM
DO THANH SECURITY JOINT STOCK COMPANY,DO THANH SECURITY JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN BẢO VỆ ĐÔ THÀNH
-1,-1,CÔNG TY TNHH HƯNG NAM VIỆT
-1,"HUA SHUN SERVICE CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HUA SHUN
-1,-1,CÔNG TY CỔ PHẦN XĂNG DẦU QUỐC TẾ TPP
-1,-1,CÔNG TY TNHH HSCOLOR
SUMVIET TECHNOLOGY,SUMVIET TECHNOLOGY COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ SUMVIET
-1,-1,CÔNG TY CỔ PHẦN GỐM KIẾN TRÚC TÙNG BÁCH
MI SA FOOD JOINT STOCK COMPANY,MI SA FOOD JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN THỰC PHẨM MI SA
-1,"DA SOLUTIONS CO., LTD",CÔNG TY TNHH DỊCH VỤ KỸ THUẬT DUY ANH SOLUTIONS
),),CÔNG TY CỔ PHẦN KỸ THUẬT CÔNG NGHỆ SMART COIN - CHI NHÁNH QUẬN 1
358 CONSTRUCTION AND INVESTMENT JOINT STOCK COMPANY,358 CONSTRUCTION AND INVESTMENT JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ 358
"FISC., JSC","FISC., JSC",CÔNG TY CỔ PHẦN TÀI CHÍNH - ĐẦU TƯ VÀ DỊCH VỤ FISC
TVH WORK CONSTRUCTION AND EQUIPMENT COMPANY LIMITED,TVH WORK CONSTRUCTION AND EQUIPMENT COMPANY LIMITED,CÔNG TY TNHH THIẾT BỊ VÀ XÂY DỰNG CÔNG TRÌNH TVH
"KAINTECH CO.,LTD",KAINTECH COMPANY LIMITED,CÔNG TY TNHH KAINTECH
-1,-1,CÔNG TY TNHH DỊCH VỤ GIÁO DỤC HỒNG NHUNG
P & P YELLOWSTONE COMPANY LIMITED,P & P YELLOWSTONE COMPANY LIMITED,CÔNG TY TNHH P & P YELLOWSTONE
KHA NHU SEAFOOD COMPANY LIMITED,KHA NHU SEAFOOD COMPANY LIMITED,CÔNG TY TNHH HẢI SẢN KHẢ NHƯ
"KIM GIA THINH TRADING SERVICE CO.,LTD",KIM GIA THINH TRADING SERVICE COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KIM GIA THỊNH
-1,SON MINH T&T CO.;LTD,CÔNG TY TNHH THƯƠNG MẠI DU LỊCH SƠN MINH
-1,-1,CÔNG TY TNHH MẬU DỊCH HÙNG HƯNG
"HÂTHNH TRADING IMPORT& EXPORT CO.,LTD","HÂTHNH TRADING IMPORT& EXPORT CO.,LTD",CÔNG TY TNHH XUẤT NHẬP KHẨU THƯƠNG MẠI XD DỊCH VỤ HÀ THÀNH
-1,-1,CÔNG TY TNHH TM DV TRẦN GIA PHÁT
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN THÁI THẠNH
CTY CP TM VÀ DV DL ĐẠI TÂM ANH,CTY CP TM VÀ DV DL ĐẠI TÂM ANH,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ DU LỊCH ĐẠI TÂM ANH
-1,-1,CÔNG TY TNHH SẢN XUẤT DƯA CHUA TRƯỜNG GIANG
-1,TDS,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DU LỊCH SÀI GÒN
"HUNG PHAT DESETRA CO., LTD","HUNG PHAT DESETRA CO., LTD",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ PHÁT TRIỂN HƯNG PHÁT
-1,-1,CÔNG TY TNHH VUI CHƠI GIẢI TRÍ THƯƠNG MẠI DỊCH VỤ VẬN TẢI TUẤN ANH
"NGÔ TRANG ., JSC",NGO TRANG TRADING SERVICES JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ NGÔ TRANG
-1,-1,CÔNG TY TNHH ĐẦU TƯ VÀ XÂY DỰNG NAM PHƯƠNG PHÚ QUỐC
-1,-1,CÔNG TY CỔ PHẦN RSVP (NTNN)
-1,-1,CÔNG TY TNHH SX VÀ TM THU HUYỀN
VINH HUNG EVENTS AND TRAINING COMPANY LIMITED,Vinh Hung Events And Training Company Limited,Công Ty TNHH Sự Kiện Và Đào Tạo Vĩnh Hưng
-1,-1,CÔNG TY CỔ PHẦN HIỀN ĐỨC
-1,-1,CÔNG TY CỔ PHẦN GIẢI PHÁP MẠNG VIỄN THÔNG
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN SOLAR QUANG MINH
-1,-1,CÔNG TY TNHH NHÀN HẠ
-1,VT.CO,CÔNG TY TNHH VƯƠN THÀNH
-1,CUONG VINH DESIGN CONSTRUCTION COMPANY LIMITED,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG CƯỜNG VINH
-1,Công Ty TNHH Sản Xuất Xây Dựng Và Thương Mại Quyết Thắng,Công Ty TNHH Sản Xuất Xây Dựng Và Thương Mại Quyết Thắng
-1,-1,CÔNG TY TNHH NGUYỄN KẾ TƯỜNG
-1,-1,Công ty cổ phần xuất nhập khẩu thương mại tổng hợp và đầu tư sản xuất Sao Việt
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN TÂY LẠC
DAV.CO ĐỒNG NAI,DAV.CO ĐỒNG NAI,CÔNG TY CỔ PHẦN DAV.CO ĐỒNG NAI
TL212,TL212,CÔNG TY TNHH XÂY DỰNG THỦY LỢI 212
"TRANG LIEN CO., LTD","TRANG LIEN CO., LTD",CÔNG TY TNHH TRANG LIÊN
FAINOL COMPANY LIMITED,FAINOL COMPANY LIMITED,CÔNG TY TNHH FAINOL
"THIEN PHU TRADING INDUSTRY CONSTRUCTION CO., LTD","THIEN PHU TRADING INDUSTRY CONSTRUCTION CO., LTD",CÔNG TY TNHH THƯƠNG MẠI CÔNG NGHIỆP XÂY DỰNG THIÊN PHÚ
NGOC MINH CHAU MEDICINE PHARMACY JOINT STOCK COMPANY,Ngoc Minh Chau Medicine Pharmacy Joint Stock Company,Công Ty Cổ Phần Y Dược Ngọc Minh Châu
-1,NGAN TRANG SERVICE TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NGÂN TRANG
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NHÃ KIỆT
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TƯ VẤN ĐẦU TƯ XUẤT NHẬP KHẨU D.H.F
"BINH MAI CO.,LTD","BINH MAI CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN BÌNH MAI
-1,QUANG BINH TRADING - SERVICE JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN THƯƠNG MẠI - DỊCH VỤ QUANG BÌNH
-1,-1,CÔNG TY TNHH VÀNG BẠC TUẤN THỦY
"M & U CO.,LTD","M & U CO.,LTD",CÔNG TY TNHH M VÀ U
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU HT CARGO
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN AN PHÚC BẮC NINH
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT LẠNH LÊ QUANG
-1,-1,CÔNG TY TNHH TM - DV VÀ XÂY DỰNG MƯỜNG LANG
-1,-1,CÔNG TY CỔ PHẦN TẬP ĐOÀN LỘC TRỜI - CHI NHÁNH BẢO VỆ THỰC VẬT AN GIANG TẠI ĐỒNG THÁP
-1,"CHUYEN NGHIEP CHEMICAL CO.,LTD",CÔNG TY TNHH XUẤT NHẬP KHẨU HOÁ CHẤT CHUYÊN NGHIỆP
MAY NHAT DUC COMPANY LIMITED,MAY NHAT DUC COMPANY LIMITED,CÔNG TY TNHH MAY NHẬT ĐỨC
"TUE QUANG CO.,LTD","TUE QUANG CO.,LTD",CÔNG TY TNHH MTV TUỆ QUANG
-1,-1,CÔNG TY TNHH BẮC NAM
-1,-1,CÔNG TY TNHH TOP DESIGN
CÔNG TY TNHH AN HÒA PLYWOOD,CÔNG TY TNHH AN HÒA PLYWOOD,CÔNG TY TNHH AN HÒA PLYWOOD
BINH AN CONCRETE COMAPNY LIMITED,BINH AN CONCRETE COMAPNY LIMITED,CÔNG TY TNHH BÊ TÔNG BÌNH AN
-1,-1,Công Ty Cổ Phần Xây Dựng Phát Triển Đô Thị Bhc
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐIỆN LẠNH KHÁNH HÀ
"THE NEST ART CO., LTD","THE NEST ART CO., LTD",CÔNG TY TNHH THE NEST ART
VRG JAPAN,VRG JAPAN,CÔNG TY CỔ PHẦN XUẤT KHẨU CAO SU VRG NHẬT BẢN
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN ĐẢO CÁT
"VIET HOA NONG CO.,LTD","VIET HOA NONG CO.,LTD",CÔNG TY TNHH VIỆT HÓA NÔNG
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ TRƯỜNG AN PHƯỚC
-1,-1,CÔNG TY TNHH DƯƠNG HẢI ĐĂNG
NGUYEN VUONG ACI CO.LTD,NGUYEN VUONG ARCHITECTURAL CONSTRUCTION INVESTMENT COMPANY LIMITED,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG KIẾN TRÚC NGUYỄN VƯỢNG
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐIỆN CƠ TIÊN TIẾN
CTT TRADING COMPANY LIMITED,Ctt Trading Company Limited,Công Ty TNHH Thương Mại Ctt
-1,"VIET HANG CO.,LTD",CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ VIỆT HẰNG
-1,"CUTIE CO.,LTD",CÔNG TY TNHH CUTIE
CÔNG TY TNHH CÔNG NGHỆ DI ĐỘNG TIẾN THỊNH,CÔNG TY TNHH CÔNG NGHỆ DI ĐỘNG TIẾN THỊNH,CÔNG TY TNHH CÔNG NGHỆ DI ĐỘNG TIẾN THỊNH
VPL CORP,VPL CORP,CÔNG TY CỔ PHẦN GIAO NHẬN VẬN TẢI CHUYÊN VIỆT
CTY TNHH MTV XD - TM PHƯỚC PHÚ NGHĨA,CTY TNHH MTV XD - TM PHƯỚC PHÚ NGHĨA,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG - THƯƠNG MẠI PHƯỚC PHÚ NGHĨA
"GSNET CO.,LTD",GSNET COMPANY LIMITED,CÔNG TY TNHH GSNET
"TUNG LAM INDUS Co.,Ltd",TUNG LAM INVESTMENT AND INDUSTRY COMPANY LIMITED,CÔNG TY TNHH ĐẦU TƯ VÀ CÔNG NGHIỆP TÙNG LÂM
-1,-1,CÔNG TY TNHH HÀ VIỆT QUẢNG NAM
"TDT INTRA., JSC","TDT INTRA., JSC",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI TRƯỜNG ĐỨC THỊNH
"KIM PHU SB CO., LTD","KIM PHU SB CO., LTD",CÔNG TY TNHH KINH DOANH VÀ DỊCH VỤ KIM PHÚ
"DQG.CO.,LTD","DQG.CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN ĐA QUỐC GIA
-1,-1,CÔNG TY TNHH TRÒ CHƠI ĐIỆN TỬ TRUNG QUÂN PHÁT
-1,-1,CÔNG TY TNHH NAM AN BÌNH THUẬN
DO VIET CONSTRUCTION LIMITED COMPANY,DO VIET CONSTRUCTION LIMITED COMPANY,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XÂY DỰNG ĐÔ VIỆT
-1,-1,CÔNG TY TNHH DỊCH THUẬT & HỖ TRỢ PHÁT TRIỂN DOANH NGHIỆP PHƯƠNG ĐÔNG
"LINH GIANG TRAGEN CO.,LTD","LINH GIANG TRAGEN CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ TỔNG HỢP LINH GIANG
SAO VIET TRAVEL AND SERCVICES TRADING JOINT STOCK COMPANY,SAO VIET TRAVEL AND SERCVICES TRADING JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VÀ DU LỊCH SAO VIỆT
-1,HUDACO LTD,CÔNG TY TNHH XÂY DỰNG HƯNG ĐẠO
"BERLIN BURGER CO.,LTD","BERLIN BURGER CO.,LTD",CÔNG TY TNHH BERLIN BURGER
SKYTEAM VIET NAM TRAVEL ALLIANCE TRADING COMPANY LIMITED,SKYTEAM VIET NAM TRAVEL ALLIANCE TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI LIÊN MINH DU LỊCH VIỆT NAM SKYTEAM
"G2K CO.,LTD","G2K CO.,LTD",CÔNG TY TNHH KIẾN TRÚC G2K
-1,-1,CÔNG TY TNHH TERRA MOTORS VIỆT NAM
),),CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ MỸ THUẬT QUẢNG CÁO VÀ ĐIÊU KHẮC NTV
-1,-1,CÔNG TY TNHH KỸ NGHỆ S.ANANT VIỆT NAM
-1,"LOVELY - VN UNDERWEAR CO.,LTD",CÔNG TY TNHH SẢN XUẤT ĐỒ LÓT LOVELY - VN
CÔNG TY TNHH KHANG THỊNH,CÔNG TY TNHH KHANG THỊNH,CÔNG TY TNHH KHANG THỊNH
-1,-1,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ NHÀ SẠCH HÀ NỘI I
WFF GROUP LLC,Wff Group Liability Limited Company,Công Ty TNHH Wff Group
-1,-1,CÔNG TY TNHH BÌNH MINH
-1,"TAMSON Co., Ltd",Công Ty TNHH Tam Sơn
-1,Công Ty TNHH Dịch Vụ Và Thương Mại Văn Vũ,Công Ty TNHH Dịch Vụ Và Thương Mại Văn Vũ
-1,-1,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ MẠNH HIẾU
-1,HANKYONG CNT COMPANY LIMITED,CÔNG TY TRÁCH NHIỆM HỮU HẠN HANKYONG CNT
TTH,TRINH TAI CONSTRUCTION COMPANY LIMITED,CÔNG TY TNHH XÂY DỰNG TRINH TÀI
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ VÀ VẬN TẢI GIA HƯNG,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ VÀ VẬN TẢI GIA HƯNG,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ VÀ VẬN TẢI GIA HƯNG
"VM INTERTRANS CO., LTD","VM INTERTRANS CO., LTD",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ VẬN TẢI QUỐC TẾ VIỆT MỸ
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN VẬT LIỆU XÂY DỰNG HOÀNG TRỌNG PHÁT
CANH DONG SERVICE AND TRADING COMPANY LIMITED,Canh Dong Service And Trading Company Limited,Công Ty TNHH Thương Mại Và Dịch Vụ Cánh Đồng
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ THƯƠNG MẠI SÁU QUỐC
-1,-1,CÔNG TY TNHH TTH
-1,-1,Công Ty Trách Nhiệm Hữu Hạn Tin Học Toàn Dân
CHI HIEU PRODUCTION TRADING COMPANY LIMITED,CHI HIEU PRODUCTION TRADING COMPANY LIMITED,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI CHÍ HIẾU
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN KARAOKE 456
-1,-1,Công Ty TNHH Dịch Vụ Ăn Uống Ngọc Như Ý
-1,-1,CÔNG TY TNHH CÔNG NÔNG NGHIỆP CHĂM PA
-1,MARITIME SILK ROUTES JSC,CÔNG TY CỔ PHẦN ĐƯỜNG TƠ LỤA BIỂN
"217 EC CO.,LTD","217 EC CO.,LTD",CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI 217 EC
"VIDER CO., LTD","VIDER CO., LTD",CÔNG TY TNHH PHÁT TRIỂN BỀN VỮNG VÙNG VIỆT NAM
-1,-1,Công Ty TNHH Bất Động Sản Southern Park
-1,-1,CÔNG TY TNHH VẬN TẢI ĐẤT VIỆT
-1,-1,CÔNG TY TNHH XÂY DỰNG ĐIÊU KHẮC HƯNG THUẬN
TJR,TJR,CÔNG TY TNHH CUỘC HÀNH TRÌNH
-1,"BENTHANH-HANOILAW CO., LTD",CÔNG TY LUẬT TNHH MỘT THÀNH VIÊN BẾN THÀNH-HÀ NỘI
DƯỢC PHẨM XUÂN PHƯƠNG,DƯỢC PHẨM XUÂN PHƯƠNG,CÔNG TY TNHH DƯỢC PHẨM XUÂN PHƯƠNG
-1,-1,CÔNG TY TNHH HIỀN HÒA VILLA
"AN BINH CHEMICAL CO., LTD","AN BINH CHEMICAL CO., LTD",CÔNG TY TNHH HÓA CHẤT AN BÌNH
-1,"DT SOFT CO., LTD",CÔNG TY TNHH PHÁT TRIỂN VÀ CHUYỂN GIAO PHẦN MỀM
DUC GIA PHU COMPANY LIMITED,DUC GIA PHU COMPANY LIMITED,CÔNG TY TNHH ĐỨC GIA PHÚ
"PANAMA.,JSC","PANAMA.,JSC",CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ KIẾN TRÚC NỘI THẤT VÀ XÂY DỰNG PANAMA
-1,-1,CÔNG TY TNHH SỨC MẠNH ĐỒ HỌA
),),CÔNG TY TNHH THIỆN HƯNG PHÁT
-1,-1,CÔNG TY TNHH DỊCH VỤ CẦM ĐỒ FADATA
"VUONG BAO SON CO AND IN.,JSC","VUONG BAO SON CO AND IN.,JSC",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG VƯƠNG BẢO SƠN
IPTM CORPORATION,INDOCHINA PENINSULA TOURISM AND MEDIA CORPORATION,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ DU LỊCH BÁN ĐẢO ĐÔNG DƯƠNG
-1,-1,CÔNG TY CỔ PHẦN NĂNG LỰC BỨT PHÁ
-1,Wpl Forest Products Processing Joint Stock Company,Công Ty Cổ Phần Sản Xuất Chế Biến Lâm Sản Wpl
-1,-1,CÔNG TY TNHH TƯ VẤN XÂY DỰNG QUỐC BẢO
"VINA PETRO., JSC","VINA PETRO., JSC",CÔNG TY CỔ PHẦN PHÁT TRIỂN DẦU KHÍ VIỆT NAM
-1,-1,CÔNG TY TNHH CƠ KHÍ - XÂY DỰNG - THƯƠNG MẠI TÂN CƯỜNG PHÁT
-1,-1,"CÔNG TY TNHH THƯƠNG MẠI, XÂY LẮP VÀ VẬN TẢI BÌNH MINH"
"QT CO.,LTD","QT CO.,LTD",CÔNG TY TNHH TƯ VẤN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI QUỲNH TRÂN
"FURIN TRADE AND SERVICE CO.,LTD",Furin Trade And Service Company Limited,Công Ty TNHH Thương Mại Và Dịch Vụ Furin
-1,-1,CÔNG TY CỔ PHẦN THĂNG LONG - TALIMEX
"MINH DANG CDC CO., LTD","MINH DANG CDC CO., LTD",CÔNG TY TNHH TƯ VẤN THIẾT KẾ XÂY DỰNG MINH ĐĂNG
-1,Công Ty TNHH Mtv Dịch Vụ Công Ích Trảng Bàng,Công Ty TNHH Mtv Dịch Vụ Công Ích Trảng Bàng
"TRUC PHUONG IE CO.,LTD",Truc Phuong Import Export Clean Agriculture Forestry Fishery Products Company Limited,Công Ty TNHH Xuất Nhập Khẩu Nông Lâm Thủy Hải Sản Sạch Trúc Phương
-1,"HOA DAO CHERRY CO., LTD",CÔNG TY TNHH HOA ĐÀO CHERRY
"TRUONG THO TRACO.,JSC","TRUONG THO TRACO.,JSC",CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ XÂY DỰNG CÔNG TRÌNH TRƯỜNG THỌ
"PDIN CO.,LTD","PDIN CO.,LTD",CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI PHƯƠNG DUNG
-1,-1,CÔNG TY TNHH KIẾN TRÚC XÂY DỰNG TUẤN ANH
"THANG LONG DESIGN.,JSC","THANG LONG DESIGN.,JSC",CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ VÀ DỊCH VỤ ĐẦU TƯ THĂNG LONG
"AN THAI CIC CO., LTD","AN THAI CIC CO., LTD",CÔNG TY TNHH ĐẦU TƯ VÀ XÂY LẮP AN THÁI
DANH NHI JS CO,DANH NHI CONSTRUCTION JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN XÂY DỰNG DANH NHI
"BLUE REGENCY.,JSC","BLUE REGENCY.,JSC",CÔNG TY CỔ PHẦN BLUE REGENCY VIỆT NAM
